,Player,team_name,sub_position,Nation,Age,minutes_played,competition,matches_played,Starts,Rank_Defensive Duels SEPI,Rank_Aerial SEPI,Rank_Passing SEPI,Rank_p90_pmin_errors,Rank_p90_pmin_ball_recoveries,Rank_p90_pmin_Gls,Rank_p90_pmin_Ast,Rank_p90_pmin_shot_creating_actions_p90,Rank_G-xG,Rank_p90_pmin_interceptions,Rank_p90_pmin_progressive_passes,Rank_p90_pmin_dispossessed,Rank_p90_pmin_errors,Rank_p90_pmin_key_passes,Rank_Dribble SEPI,Position Specific Index,Team Final League Ranking
91,Eric Bailly,Marseille,Centre-Back,ci CIV,28,543,fr Ligue 1,17,5,0.978711485,0.157422969,0.488515406,0.961904762,0.898039216,0.236134454,0.321848739,0.735014006,0.496636771,0.854341737,0.175910364,0.908123249,0.961904762,0.035854342,0.227170868,0.312156863,3
92,Eric Bailly,Manchester Utd,Centre-Back,ci CIV,26,916,eng Premier League,12,10,0.760784314,0.48907563,0.756302521,0.980392157,0.921008403,0.236134454,0.321848739,0.570308123,0.575952915,0.413445378,0.651540616,0.046498599,0.980392157,0.035854342,0.88907563,0.389355742,2
93,Eric Bailly,Manchester Utd,Centre-Back,ci CIV,24,638,eng Premier League,12,8,0.642016807,0.799439776,0.576470588,0.933893557,0.7,0.236134454,0.321848739,0.585994398,0.496636771,0.798319328,0.127170868,0.428011204,0.933893557,0.035854342,0.899719888,0.356806723,6
94,Leonardo Balerdi,Marseille,Centre-Back,ar ARG,23,2639,fr Ligue 1,35,30,0.807843137,0.655462185,0.578151261,0.518207283,0.897478992,0.236134454,0.708403361,0.08907563,0.067544843,0.907563025,0.575910364,0.299159664,0.518207283,0.412885154,0.550140056,0.484145658,3
95,Leonardo Balerdi,Marseille,Centre-Back,ar ARG,22,950,fr Ligue 1,17,10,0.500280112,0.327731092,0.967507003,0.228011204,0.941736695,0.236134454,0.321848739,0.729971989,0.575952915,0.779551821,0.703081232,0.935014006,0.228011204,0.181512605,0.982633053,0.501848739,2
96,Leonardo Balerdi,Marseille,Centre-Back,ar ARG,21,1634,fr Ligue 1,21,19,0.611764706,0.062745098,0.702521008,0.960784314,0.912605042,0.891876751,0.321848739,0.369747899,0.646020179,0.639215686,0.368627451,0.928851541,0.960784314,0.099159664,0.883473389,0.265770308,5
97,Federico Baschirotto,Lecce,Centre-Back,it ITA,25,3330,it Serie A,37,37,0.788795518,0.51092437,0.082352941,0.228011204,0.581512605,0.80140056,0.321848739,0.081792717,0.918441704,0.182072829,0.448459384,0.154061625,0.228011204,0.53837535,0.280112045,0.347114846,16
98,Alessandro Bastoni,Inter,Centre-Back,it ITA,23,2157,it Serie A,29,26,0.100840336,0.503081232,0.603921569,0.228011204,0.356302521,0.236134454,0.906442577,0.892436975,0.124439462,0.2,0.945098039,0.682633053,0.228011204,0.940056022,0.309243697,0.267226891,3
99,Alessandro Bastoni,Inter,Centre-Back,it ITA,22,2311,it Serie A,31,29,0.411764706,0.496918768,0.855462185,0.557983193,0.698039216,0.568067227,0.890756303,0.821288515,0.863789238,0.487955182,0.895798319,0.56302521,0.557983193,0.916526611,0.50140056,0.380840336,2
100,Alessandro Bastoni,Inter,Centre-Back,it ITA,21,2922,it Serie A,33,33,0.439215686,0.403361345,0.892997199,0.228011204,0.411204482,0.236134454,0.924369748,0.579271709,0.124439462,0.379271709,0.817927171,0.543697479,0.228011204,0.818487395,0.78487395,0.383753501,1
101,Alessandro Bastoni,Inter,Centre-Back,it ITA,20,1921,it Serie A,25,21,0.221848739,0.589355742,0.81512605,0.228011204,0.797759104,0.845378151,0.321848739,0.854901961,0.863789238,0.363585434,0.882913165,0.79047619,0.228011204,0.922689076,0.877871148,0.439215686,2
102,Alessandro Bastoni,Parma,Centre-Back,it ITA,19,1690,it Serie A,24,18,0.097478992,0.085714286,0.206722689,0.228011204,0.050980392,0.654901961,0.321848739,0.041456583,0.778587444,0.3232493,0.095238095,0.31512605,0.228011204,0.094957983,0.607282913,0.042577031,14
103,Maximilian Bauer,Augsburg,Centre-Back,de GER,22,1846,de Bundesliga,27,20,0.28907563,0.605602241,0.067226891,0.618487395,0.434173669,0.236134454,0.788235294,0.52605042,0.031390135,0.282913165,0.163585434,0.668347339,0.618487395,0.483193277,0.157983193,0.155518207,15
104,Maximilian Bauer,Greuther Fürth,Centre-Back,de GER,21,1690,de Bundesliga,26,18,0.23977591,0.483473389,0.327731092,0.228011204,0.325490196,0.236134454,0.321848739,0.273389356,0.496636771,0.642016807,0.051540616,0.31512605,0.228011204,0.094957983,0.271428571,0.229691877,18
105,Timo Baumgartl,Union Berlin,Centre-Back,de GER,26,562,de Bundesliga,8,6,0.311484594,0.810644258,0.38767507,0.228011204,0.842577031,0.236134454,0.986554622,0.985434174,0.496636771,0.007282913,0.816806723,0.046498599,0.228011204,0.891876751,0.028291317,0.42487395,4
106,Timo Baumgartl,Union Berlin,Centre-Back,de GER,25,2166,de Bundesliga,25,25,0.06442577,0.337815126,0.271148459,0.228011204,0.48907563,0.58767507,0.905042017,0.697478992,0.30661435,0.635294118,0.79047619,0.796638655,0.228011204,0.778151261,0.420168067,0.186890756,5
107,Timo Baumgartl,Stuttgart,Centre-Back,de GER,22,1620,de Bundesliga,18,18,0.898039216,0.753501401,0.366386555,0.228011204,0.468907563,0.663865546,0.321848739,0.37535014,0.863789238,0.554341737,0.289635854,0.159663866,0.228011204,0.679551821,0.622969188,0.451764706,16
108,Rodrigo Becão,Udinese,Centre-Back,br BRA,26,2484,it Serie A,28,28,0.196638655,0.775910364,0.23697479,0.757983193,0.635294118,0.768067227,0.726610644,0.565826331,0.80941704,0.166946779,0.634733894,0.207282913,0.757983193,0.813445378,0.227170868,0.217366947,12
109,Rodrigo Becão,Udinese,Centre-Back,br BRA,25,3130,it Serie A,35,35,0.51372549,0.628571429,0.19719888,0.80280112,0.595518207,0.673389356,0.657142857,0.260504202,0.910313901,0.357983193,0.213445378,0.580952381,0.80280112,0.704761905,0.345098039,0.226442577,12
110,Rodrigo Becão,Udinese,Centre-Back,br BRA,24,2780,it Serie A,35,32,0.400560224,0.57254902,0.546218487,0.712044818,0.258823529,0.514005602,0.321848739,0.345098039,0.420683857,0.924369748,0.536694678,0.742857143,0.712044818,0.568347339,0.370308123,0.213221289,14
111,Rodrigo Becão,Udinese,Centre-Back,br BRA,23,2213,it Serie A,29,24,0.035294118,0.865546218,0.469467787,0.228011204,0.085714286,0.581232493,0.756862745,0.090196078,0.778587444,0.794957983,0.293557423,0.668907563,0.228011204,0.149579832,0.128291317,0.245602241,13
112,Jan Bednarek,Southampton,Centre-Back,pl POL,26,1672,eng Premier League,20,20,0.929971989,0.792717087,0.477871148,0.228011204,0.487955182,0.236134454,0.321848739,0.204761905,0.357623318,0.976470588,0.304761905,0.152941176,0.228011204,0.380672269,0.227170868,0.49210084,20
113,Jan Bednarek,Southampton,Centre-Back,pl POL,25,2629,eng Premier League,31,30,0.089635854,0.904761905,0.352380952,0.228011204,0.73557423,0.941176471,0.321848739,0.335014006,0.971132287,0.965266106,0.201680672,0.414005602,0.228011204,0.507563025,0.298039216,0.370868347,15
114,Jan Bednarek,Southampton,Centre-Back,pl POL,24,3100,eng Premier League,36,36,0.161904762,0.741176471,0.51092437,0.228011204,0.707563025,0.487394958,0.659943978,0.142857143,0.747477578,0.963585434,0.237535014,0.445938375,0.228011204,0.319887955,0.505882353,0.378711485,15
115,Jan Bednarek,Southampton,Centre-Back,pl POL,23,3057,eng Premier League,34,34,0.529411765,0.957983193,0.121568627,0.895238095,0.307002801,0.491316527,0.66442577,0.114845938,0.575952915,0.937254902,0.370868347,0.095798319,0.895238095,0.167507003,0.352380952,0.204145658,11
116,Jan Bednarek,Southampton,Centre-Back,pl POL,22,2151,eng Premier League,25,24,0.59859944,0.521568627,0.028011204,0.228011204,0.532212885,0.236134454,0.761344538,0.454341737,0.17853139,0.992156863,0.431372549,0.601120448,0.228011204,0.823809524,0.16302521,0.29047619,16
117,Stefan Bell,Mainz 05,Centre-Back,de GER,30,2395,de Bundesliga,30,26,0.727170868,0.773669468,0.156862745,0.228011204,0.921568627,0.236134454,0.737815126,0.296918768,0.218329596,0.702521008,0.612885154,0.459383754,0.228011204,0.732212885,0.664985994,0.470252101,9
118,Stefan Bell,Mainz 05,Centre-Back,de GER,29,2864,de Bundesliga,33,33,0.031932773,0.830252101,0.183193277,0.491876751,0.820168067,0.705882353,0.321848739,0.267787115,0.747477578,0.422969188,0.453221289,0.37394958,0.491876751,0.752380952,0.601120448,0.274733894,8
119,Stefan Bell,Mainz 05,Centre-Back,de GER,28,1266,de Bundesliga,16,16,0.940336134,0.988795518,0.100280112,0.753781513,0.86442577,0.761344538,0.872268908,0.705042017,0.80941704,0.829411765,0.111484594,0.429971989,0.753781513,0.528571429,0.028291317,0.428011204,12
120,Stefan Bell,Mainz 05,Centre-Back,de GER,26,2250,de Bundesliga,25,25,0.590756303,0.914845938,0.260504202,0.56302521,0.780952381,0.236134454,0.321848739,0.838095238,0.031390135,0.914005602,0.896918768,0.879551821,0.56302521,0.969187675,0.904761905,0.396806723,12
121,Matteo Bianchetti,Cremonese,Centre-Back,it ITA,29,2132,it Serie A,25,22,0.444257703,0.634733894,0.178151261,0.228011204,0.660504202,0.589915966,0.321848739,0.393277311,0.718049327,0.111484594,0.174789916,0.377591036,0.228011204,0.524369748,0.31232493,0.337927171,19
122,Pedro Bigas,Elche,Centre-Back,es ESP,31,2020,es La Liga,28,25,0.270028011,0.689635854,0.299159664,0.228011204,0.569747899,0.236134454,0.321848739,0.370868347,0.020459641,0.57535014,0.66442577,0.522408964,0.228011204,0.035854342,0.43977591,0.320112045,20
123,Pedro Bigas,Elche,Centre-Back,es ESP,30,1551,es La Liga,19,19,0.035854342,0.832492997,0.66442577,0.663305322,0.156302521,0.675070028,0.321848739,0.603361345,0.778587444,0.2232493,0.602240896,0.046498599,0.663305322,0.708123249,0.109803922,0.205154062,13
124,Pedro Bigas,Eibar,Centre-Back,es ESP,29,1529,es La Liga,21,19,0.666666667,0.447058824,0.044817927,0.228011204,0.565826331,0.236134454,0.321848739,0.448179272,0.149383408,0.481792717,0.320448179,0.046498599,0.228011204,0.103641457,0.227170868,0.299271709,20
125,Pedro Bigas,Eibar,Centre-Back,es ESP,28,1777,es La Liga,23,21,0.133893557,0.756862745,0.013445378,0.228011204,0.203361345,0.957703081,0.321848739,0.443137255,0.971132287,0.789355742,0.461064426,0.142857143,0.228011204,0.198879552,0.155742297,0.175910364,14
126,Pedro Bigas,Eibar,Centre-Back,es ESP,27,585,es La Liga,10,7,0.533333333,0.697478992,0.361344538,0.228011204,0.224929972,0.236134454,0.983753501,0.904761905,0.496636771,0.377591036,0.903081232,0.468067227,0.228011204,0.354341737,0.092436975,0.317815126,12
127,Jaka Bijol,Udinese,Centre-Back,si SVN,23,2728,it Serie A,32,32,0.414565826,0.77254902,0.511484594,0.228011204,0.312044818,0.859943978,0.851820728,0.270028011,0.885369955,0.176470588,0.228291317,0.397478992,0.228011204,0.719327731,0.17254902,0.356526611,12
128,Jean-Claude Billong,Clermont Foot,Centre-Back,cm CMR,27,980,fr Ligue 1,15,10,0.075630252,0.91372549,0.531092437,0.228011204,0.474509804,0.236134454,0.321848739,0.500280112,0.496636771,0.155462185,0.155462185,0.259943978,0.228011204,0.175910364,0.445938375,0.353389356,17
129,Jérôme Boateng,Lyon,Centre-Back,de GER,32,1622,fr Ligue 1,24,19,0.804481793,0.487955182,0.773109244,0.228011204,0.702521008,0.236134454,0.810644258,0.830252101,0.420683857,0.276190476,0.844817927,0.046498599,0.228011204,0.876470588,0.271428571,0.508011204,8
130,Jérôme Boateng,Bayern Munich,Centre-Back,de GER,31,2368,de Bundesliga,29,29,0.41512605,0.626330532,0.847619048,0.551260504,0.71092437,0.560784314,0.740616246,0.401680672,0.83632287,0.619607843,0.978151261,0.114285714,0.551260504,0.470588235,0.592156863,0.409747899,1
131,Jérôme Boateng,Bayern Munich,Centre-Back,de GER,30,1796,de Bundesliga,24,23,0.583193277,0.677310924,0.919327731,0.628011204,0.867787115,0.236134454,0.941736695,0.675070028,0.420683857,0.703641457,0.964145658,0.142296919,0.628011204,0.622969188,0.028291317,0.483921569,1
132,Jérôme Boateng,Bayern Munich,Centre-Back,de GER,29,1693,de Bundesliga,20,19,0.730532213,0.808963585,0.89859944,0.228011204,0.905882353,0.236134454,0.95070028,0.872829132,0.261491031,0.458263305,0.998879552,0.046498599,0.228011204,0.92605042,0.337815126,0.623193277,1
133,Willy Boly,Nott'ham Forest,Centre-Back,ci CIV,31,685,eng Premier League,11,9,0.060504202,0.561904762,0.092436975,0.228011204,0.481232493,0.236134454,0.97254902,0.876190476,0.646020179,0.66442577,0.077310924,0.046498599,0.228011204,0.275070028,0.271428571,0.193613445,16
134,Willy Boly,Wolves,Centre-Back,ci CIV,30,900,eng Premier League,10,10,0.991596639,0.157422969,0.574229692,0.228011204,0.77254902,0.236134454,0.321848739,0.421008403,0.496636771,0.519887955,0.181792717,0.758823529,0.228011204,0.195798319,0.227170868,0.453557423,10
135,Willy Boly,Wolves,Centre-Back,ci CIV,29,1879,eng Premier League,21,21,0.552380952,0.823529412,0.438095238,0.612885154,0.151260504,0.62745098,0.784313725,0.365266106,0.575952915,0.630812325,0.206722689,0.436694678,0.612885154,0.315966387,0.672268908,0.27047619,13
136,Willy Boly,Wolves,Centre-Back,ci CIV,28,1979,eng Premier League,22,22,0.619607843,0.971428571,0.304761905,0.925490196,0.501960784,0.236134454,0.777030812,0.357422969,0.357623318,0.768067227,0.231932773,0.537815126,0.925490196,0.760784314,0.833613445,0.294453782,7
137,Willy Boly,Wolves,Centre-Back,ci CIV,27,3167,eng Premier League,36,36,0.762464986,0.929971989,0.342296919,0.965826331,0.733893557,0.901960784,0.321848739,0.283473389,0.778587444,0.876190476,0.699719888,0.870028011,0.965826331,0.749019608,0.795518207,0.360560224,7
138,Kevin Bonifazi,Bologna,Centre-Back,it ITA,26,902,it Serie A,13,9,0.51092437,0.01232493,0.884033613,0.228011204,0.742857143,0.236134454,0.321848739,0.886554622,0.496636771,0.34789916,0.571428571,0.909243697,0.228011204,0.494397759,0.808403361,0.38442577,9
139,Kevin Bonifazi,Bologna,Centre-Back,it ITA,25,1210,it Serie A,22,14,0.759663866,0.734733894,0.383193277,0.228011204,0.928851541,0.236134454,0.321848739,0.812885154,0.218329596,0.340616246,0.685714286,0.753501401,0.228011204,0.721568627,0.991036415,0.515686275,13
140,Kevin Bonifazi,Udinese,Centre-Back,it ITA,24,2469,it Serie A,30,28,0.595518207,0.476190476,0.716526611,0.53837535,0.715406162,0.236134454,0.321848739,0.195798319,0.053251121,0.788235294,0.210084034,0.319047619,0.53837535,0.129411765,0.872829132,0.393053221,14
141,Kevin Bonifazi,SPAL,Centre-Back,it ITA,23,1191,it Serie A,14,13,0.303641457,0.920448179,0.601680672,0.945098039,0.952380952,0.783193277,0.321848739,0.393837535,0.496636771,0.977591036,0.328291317,0.839215686,0.945098039,0.13837535,0.965266106,0.366610644,20
142,Kevin Bonifazi,SPAL,Centre-Back,it ITA,22,2301,it Serie A,27,26,0.523809524,0.315406162,0.650980392,0.228011204,0.858263305,0.792156863,0.747338936,0.571428571,0.94955157,0.528851541,0.643137255,0.969187675,0.228011204,0.672829132,0.96302521,0.424089636,13
143,Leonardo Bonucci,Juventus,Centre-Back,it ITA,35,879,it Serie A,16,9,0.534453782,0.081232493,0.764705882,0.228011204,0.363585434,0.870028011,0.321848739,0.902521008,0.575952915,0.459663866,0.440616246,0.299719888,0.228011204,0.855182073,0.478431373,0.303193277,7
144,Leonardo Bonucci,Juventus,Centre-Back,it ITA,34,2005,it Serie A,24,22,0.044257703,0.334453782,0.689635854,0.228011204,0.161904762,0.986554622,0.321848739,0.543977591,0.747477578,0.317647059,0.468347339,0.131652661,0.228011204,0.89859944,0.318767507,0.200448179,4
145,Leonardo Bonucci,Juventus,Centre-Back,it ITA,33,2028,it Serie A,26,23,0.642577031,0.505322129,0.887394958,0.228011204,0.126610644,0.827170868,0.321848739,0.180392157,0.30661435,0.569187675,0.718767507,0.25210084,0.228011204,0.28487395,0.54789916,0.386778711,4
146,Leonardo Bonucci,Juventus,Centre-Back,it ITA,32,3082,it Serie A,35,35,0.33837535,0.29859944,0.724929972,0.665546218,0.082352941,0.82464986,0.321848739,0.379271709,0.357623318,0.151260504,0.776470588,0.34789916,0.665546218,0.765826331,0.438095238,0.155742297,1
147,Leonardo Bonucci,Juventus,Centre-Back,it ITA,31,2472,it Serie A,29,27,0.133893557,0.064985994,0.687394958,0.878431373,0.171428571,0.890756303,0.321848739,0.458823529,0.899383408,0.505882353,0.659383754,0.208963585,0.878431373,0.711764706,0.494677871,0.035854342,1
148,Sebastiaan Bornauw,Wolfsburg,Centre-Back,be BEL,23,1928,de Bundesliga,26,23,0.416806723,0.467226891,0.675070028,0.606162465,0.471708683,0.621288515,0.321848739,0.094677871,0.83632287,0.556862745,0.722689076,0.425210084,0.606162465,0.088515406,0.227170868,0.284929972,8
149,Sebastiaan Bornauw,Wolfsburg,Centre-Back,be BEL,22,2007,de Bundesliga,27,23,0.585994398,0.489635854,0.619607843,0.594397759,0.326610644,0.61092437,0.321848739,0.026890756,0.575952915,0.81512605,0.074509804,0.405882353,0.594397759,0.288515406,0.185154062,0.285490196,12
150,Sebastiaan Bornauw,Köln,Centre-Back,be BEL,21,2083,de Bundesliga,24,23,0.722128852,0.505882353,0.295798319,0.228011204,0.033613445,0.597759104,0.768627451,0.091316527,0.30661435,0.745658263,0.133333333,0.046498599,0.228011204,0.083473389,0.429691877,0.265882353,16
151,Sebastiaan Bornauw,Köln,Centre-Back,be BEL,20,2447,de Bundesliga,28,28,0.63697479,0.588235294,0.321008403,0.228011204,0.551820728,0.985434174,0.321848739,0.362464986,0.997197309,0.642577031,0.417366947,0.540616246,0.228011204,0.454901961,0.805602241,0.374005602,14
152,Sven Botman,Newcastle Utd,Centre-Back,nl NED,22,3127,eng Premier League,36,35,0.500840336,0.670588235,0.646498599,0.660504202,0.476470588,0.236134454,0.321848739,0.19047619,0.005044843,0.185994398,0.331092437,0.165826331,0.660504202,0.639495798,0.281232493,0.326778711,4
153,Sven Botman,Lille,Centre-Back,nl NED,21,2250,fr Ligue 1,25,25,0.080112045,0.732212885,0.783753501,0.228011204,0.240336134,0.917086835,0.753781513,0.398879552,0.94955157,0.220728291,0.530532213,0.22745098,0.228011204,0.685714286,0.685714286,0.321680672,10
154,Sven Botman,Lille,Centre-Back,nl NED,20,3309,fr Ligue 1,37,37,0.519887955,0.884033613,0.774229692,0.644817927,0.507002801,0.236134454,0.321848739,0.097478992,0.083520179,0.647058824,0.880672269,0.232492997,0.644817927,0.292997199,0.556302521,0.408067227,1
155,Lilian Brassier,Brest,Centre-Back,fr FRA,22,3093,fr Ligue 1,36,35,0.769747899,0.518767507,0.195518207,0.472829132,0.678991597,0.236134454,0.321848739,0.307002801,0.101457399,0.638655462,0.553501401,0.877871148,0.472829132,0.502521008,0.127170868,0.338039216,14
156,Lilian Brassier,Brest,Centre-Back,fr FRA,21,2263,fr Ligue 1,31,23,0.528851541,0.642016807,0.305322129,0.228011204,0.741176471,0.572829132,0.321848739,0.462184874,0.575952915,0.410084034,0.600560224,0.477310924,0.228011204,0.759103641,0.075630252,0.397871148,11
157,Lilian Brassier,Brest,Centre-Back,fr FRA,20,962,fr Ligue 1,11,11,0.219607843,0.941736695,0.554621849,0.825770308,0.411764706,0.844817927,0.926610644,0.853781513,0.778587444,0.909243697,0.850980392,0.268347339,0.825770308,0.88627451,0.656582633,0.260392157,17
158,Dylan Bronn,Salernitana,Centre-Back,tn TUN,27,1683,it Serie A,24,19,0.236414566,0.445378151,0.599439776,0.642016807,0.67394958,0.236134454,0.321848739,0.594397759,0.218329596,0.242577031,0.676190476,0.315966387,0.642016807,0.654341737,0.336134454,0.262633053,15
159,Dylan Bronn,Metz,Centre-Back,tn TUN,26,2545,fr Ligue 1,30,28,0.615686275,0.157422969,0.275630252,0.531652661,0.667226891,0.542296919,0.870868347,0.161904762,0.17853139,0.533333333,0.191596639,0.516526611,0.531652661,0.307563025,0.569747899,0.236862745,19
160,Dylan Bronn,Metz,Centre-Back,tn TUN,25,3412,fr Ligue 1,38,38,0.690756303,0.193837535,0.441456583,0.228011204,0.751820728,0.653221289,0.321848739,0.30140056,0.420683857,0.309803922,0.524929972,0.653781513,0.228011204,0.457142857,0.802240896,0.369971989,10
161,Dylan Bronn,Metz,Centre-Back,tn TUN,24,810,fr Ligue 1,9,9,0.565266106,0.157422969,0.165266106,0.228011204,0.101680672,0.236134454,0.321848739,0.307563025,0.575952915,0.043137255,0.028571429,0.32605042,0.228011204,0.035854342,0.495798319,0.15232493,15
162,Santiago Bueno,Girona,Centre-Back,uy URU,23,3010,es La Liga,34,34,0.60952381,0.660504202,0.668907563,0.674229692,0.17535014,0.236134454,0.667226891,0.235854342,0.067544843,0.159103641,0.80952381,0.096358543,0.674229692,0.659383754,0.227170868,0.288011204,10
163,Alessandro Buongiorno,Torino,Centre-Back,it ITA,23,2721,it Serie A,34,30,0.631372549,0.837535014,0.580952381,0.722128852,0.58487395,0.519607843,0.853781513,0.298039216,0.083520179,0.852661064,0.380952381,0.573109244,0.722128852,0.649579832,0.104201681,0.382521008,10
164,Alessandro Buongiorno,Torino,Centre-Back,it ITA,22,1181,it Serie A,23,12,0.055462185,0.907563025,0.288515406,0.228011204,0.254341737,0.236134454,0.885994398,0.714845938,0.149383408,0.951260504,0.26162465,0.842296919,0.228011204,0.828571429,0.227170868,0.25557423,10
165,Alessandro Buongiorno,Torino,Centre-Back,it ITA,21,858,it Serie A,12,9,0.038655462,0.771428571,0.426330532,0.858263305,0.237535014,0.236134454,0.321848739,0.251820728,0.420683857,0.303361345,0.527170868,0.604761905,0.858263305,0.207843137,0.832212885,0.123137255,17
166,Leandro Cabrera,Espanyol,Centre-Back,uy URU,31,2669,es La Liga,32,31,0.194397759,0.586554622,0.070588235,0.733893557,0.278431373,0.236134454,0.704761905,0.588795518,0.007847534,0.560784314,0.545098039,0.495798319,0.733893557,0.889635854,0.472829132,0.079215686,19
